registry,nir,cc,economy_name,type,resource,start,value,delegation_date,transfer_date,opaque_id,holder_name
apnic,irinn,IN,India,ipv6,2001:df3:5140::/48,2001:df3:5140::,48,2023-12-27,,A92C163D,Milan Multiservices Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:4fc0::/48,2001:df3:4fc0::,48,2023-12-26,,A921816B,Airicon Communication Pvt Ltd
apnic,irinn,IN,India,ipv4,36.50.214.0/24,36.50.214.0,256,2023-12-22,,A923A7BD,LAKSHYA DIGITAL PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:4f40::/48,2001:df3:4f40::,48,2023-12-22,,A9216BF3,Leeway Softtech Pvt Ltd
ripencc,,IN,India,asn,AS44331,44331,1,2023-12-22,,2d9a3281-d14c-452e-8dd7-768507aa24f9,GrootOP Premium Host
apnic,irinn,IN,India,ipv4,36.50.197.0/24,36.50.197.0,256,2023-12-21,,A92E5F9C,SCNSKY DIGITAL OPC PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,36.50.204.0/24,36.50.204.0,256,2023-12-21,,A9216BF3,Leeway Softtech Pvt Ltd
apnic,irinn,IN,India,ipv4,36.50.162.0/23,36.50.162.0,512,2023-12-19,,A92A5A1D,JOITEX TELECOM PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,36.50.166.0/23,36.50.166.0,512,2023-12-19,,A9212278,CHATSIGNAL PVT LTD
apnic,irinn,IN,India,ipv6,2001:df3:4c40::/48,2001:df3:4c40::,48,2023-12-19,,A92A5A1D,JOITEX TELECOM PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2401:5ca0::/32,2401:5ca0::,32,2023-12-19,,A9234500,KEYWORDS STUDIOS INDIA PRIVATE LIMITED
apnic,,IN,India,ipv6,2001:df3:4a40::/48,2001:df3:4a40::,48,2023-12-15,,A916B5CE,Coromandel International Ltd
apnic,irinn,IN,India,ipv4,36.50.118.0/23,36.50.118.0,512,2023-12-14,,A92EBC25,Hlk Internet Services Private Limited
apnic,irinn,IN,India,ipv4,36.50.124.0/23,36.50.124.0,512,2023-12-14,,A9234D24,REDX NETWORKING SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:4940::/48,2001:df3:4940::,48,2023-12-14,,A92EBC25,Hlk Internet Services Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:4840::/48,2001:df3:4840::,48,2023-12-13,,A92C0B04,Rush Me Broadband Private Limited
apnic,irinn,IN,India,ipv4,36.50.82.0/24,36.50.82.0,256,2023-12-12,,A92D2536,PALAK IT AND SECURITY
apnic,,IN,India,asn,AS152162,152162,1,2023-12-12,,A916601E,5centsCDN Inc
apnic,irinn,IN,India,ipv4,36.50.78.0/23,36.50.78.0,512,2023-12-11,,A92F737D,CHANNEL III INTERNET PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,113.192.50.0/23,113.192.50.0,512,2023-12-11,,A92B66DB,Aktel Fiber Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:44c0::/48,2001:df3:44c0::,48,2023-12-11,,A92B66DB,Aktel Fiber Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:4540::/48,2001:df3:4540::,48,2023-12-11,,A92E3FB1,L&T Network Services Private Limited
apnic,irinn,IN,India,ipv4,113.192.4.0/23,113.192.4.0,512,2023-12-06,,A92ED19E,WEONE BROADAND PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:40c0::/48,2001:df3:40c0::,48,2023-12-06,,A92567AF,Kad-syscon Infotech Private Limited
apnic,,IN,India,asn,AS138219,138219,1,2023-12-05,,A9187E39,HDB FINANCIAL SERVICES LIMITED
apnic,irinn,IN,India,ipv4,210.87.67.0/24,210.87.67.0,256,2023-12-01,,A92EADE1,TATA UNISTORE LTD
apnic,irinn,IN,India,ipv6,2001:df3:3cc0::/48,2001:df3:3cc0::,48,2023-12-01,,A92E150F,Crystal Clear Broadband Services Pvt. Ltd.
apnic,irinn,IN,India,ipv6,2001:df3:3a40::/48,2001:df3:3a40::,48,2023-11-30,,A928D107,MAULEE BROADBAND PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,210.79.148.0/23,210.79.148.0,512,2023-11-29,,A92C51F1,GREEN WEB SOFTWARE DEVELOPMENT PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,210.79.152.0/24,210.79.152.0,256,2023-11-29,,A92B6048,G B Services
apnic,irinn,IN,India,ipv6,2001:df3:3740::/48,2001:df3:3740::,48,2023-11-29,,A926985E,Myguru Online India Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df3:37c0::/48,2001:df3:37c0::,48,2023-11-29,,A92E4F9B,KONARK CABLE SYSTEM
apnic,irinn,IN,India,ipv6,2001:df3:3840::/48,2001:df3:3840::,48,2023-11-29,,A92297F7,Sbm Broadband
apnic,,IN,India,ipv4,210.79.128.0/23,210.79.128.0,512,2023-11-28,,A91AC415,AHPK TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,210.79.132.0/23,210.79.132.0,512,2023-11-28,,A9255DBA,SWS NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,210.79.134.0/24,210.79.134.0,256,2023-11-28,,A92C31FF,Bundelkhand Connect
apnic,irinn,IN,India,ipv4,210.79.136.0/23,210.79.136.0,512,2023-11-28,,A9271513,Mangala Networks Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:33c0::/48,2001:df3:33c0::,48,2023-11-28,,A92DFC7C,Cloudlasers Broadband
apnic,irinn,IN,India,ipv6,2001:df3:3440::/48,2001:df3:3440::,48,2023-11-28,,A9271513,Mangala Networks Private Limited
apnic,,IN,India,ipv6,2401:5420::/32,2401:5420::,32,2023-11-28,,A91AC415,AHPK TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2401:54a0::/32,2401:54a0::,32,2023-11-28,,A92CBAAB,Wonderworld Communication
apnic,irinn,IN,India,ipv6,2401:54e0::/32,2401:54e0::,32,2023-11-28,,A92A088A,Praj Network Pvt Ltd
apnic,,IN,India,asn,AS152129,152129,1,2023-11-27,,A91AC415,AHPK TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,36.50.3.0/24,36.50.3.0,256,2023-11-24,,A9291E51,HOSTING SERVER SOLUTIONS
apnic,irinn,IN,India,ipv4,36.50.4.0/23,36.50.4.0,512,2023-11-24,,A92EAE7C,INSIGHTFUL IT SERVICES LLP
apnic,irinn,IN,India,ipv6,2001:df2:241::/48,2001:df2:241::,48,2023-11-24,,A9274929,Sbdr Network Solutions Private Limited
apnic,irinn,IN,India,ipv4,180.94.18.0/23,180.94.18.0,512,2023-11-22,,A92781A6,CHAKDAHA CABLE AND BROADBAND PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:2cc0::/48,2001:df3:2cc0::,48,2023-11-22,,A92781A6,CHAKDAHA CABLE AND BROADBAND PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,180.94.14.0/24,180.94.14.0,256,2023-11-21,,A92DEDBD,CJK KNOWLEDGEWORKS GLOBAL INDIA PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,180.94.16.0/23,180.94.16.0,512,2023-11-21,,A92E3FB1,L&T Network Services Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:2940::/48,2001:df3:2940::,48,2023-11-20,,A92332E5,Datastream Networks Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:29c0::/48,2001:df3:29c0::,48,2023-11-20,,A92213D6,FAB FIVE NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:2a40::/48,2001:df3:2a40::,48,2023-11-20,,A924B877,Raze Networks Private Limited
apnic,irinn,IN,India,ipv4,203.145.48.0/23,203.145.48.0,512,2023-11-17,,A928FBA9,WIRED2COMMUNICATION PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,203.145.52.0/23,203.145.52.0,512,2023-11-17,,A921444E,Deelav Info Solutions Private Limited
apnic,irinn,IN,India,ipv4,203.145.54.0/23,203.145.54.0,512,2023-11-17,,A925A8D6,TESCOM BUSINESS INTERNET PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,203.145.56.0/23,203.145.56.0,512,2023-11-17,,A923D874,PARAMETRIQUE ELECTRONIC SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:2840::/48,2001:df3:2840::,48,2023-11-17,,A925A8D6,TESCOM BUSINESS INTERNET PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:28c0::/48,2001:df3:28c0::,48,2023-11-17,,A92F661D,Xebia Nds India Private Limited
apnic,irinn,IN,India,ipv6,2401:5160::/32,2401:5160::,32,2023-11-17,,A9286A4D,Skyonline Technosystem Private Limited
apnic,irinn,IN,India,ipv4,203.145.39.0/24,203.145.39.0,256,2023-11-16,,A9219735,National Institute Of Mental Health And Neurosciences
apnic,irinn,IN,India,ipv4,203.145.42.0/23,203.145.42.0,512,2023-11-16,,A923AA70,AMITEL INDIA PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2401:50a0::/32,2401:50a0::,32,2023-11-16,,A923AA70,AMITEL INDIA PRIVATE LIMITED
ripencc,,IN,India,ipv4,103.81.230.0/23,103.81.230.0,512,2023-11-15,2025-05-01,416dc88a-a047-4d1e-ad9a-5adc3e406049,HostRoyale Technologies Pvt Ltd
ripencc,,IN,India,asn,AS215991,215991,1,2023-11-15,2023-12-04,416dc88a-a047-4d1e-ad9a-5adc3e406049,HostRoyale Technologies Pvt Ltd
apnic,irinn,IN,India,ipv4,202.47.166.0/23,202.47.166.0,512,2023-11-14,,A92CF020,SSN NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,202.47.174.0/24,202.47.174.0,256,2023-11-14,,A92E7188,Khushi Cable Network
apnic,irinn,IN,India,ipv6,2001:df3:24c0::/48,2001:df3:24c0::,48,2023-11-14,,A92CF020,SSN NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,27.124.64.0/23,27.124.64.0,512,2023-11-13,,A928877F,Ethen Teleinfra Private Limited
apnic,irinn,IN,India,ipv4,27.124.72.0/23,27.124.72.0,512,2023-11-13,,A9280E36,Shreeom Infotel Private Limited
apnic,,IN,India,ipv4,115.187.16.0/23,115.187.16.0,512,2023-11-13,,A91127B5,Soundarya Infotech Private Limited
apnic,irinn,IN,India,ipv4,115.187.24.0/23,115.187.24.0,512,2023-11-13,,A9276C44,Vels Fibernet Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:2340::/48,2001:df3:2340::,48,2023-11-13,,A9276C44,Vels Fibernet Private Limited
apnic,,IN,India,ipv6,2401:4ea0::/32,2401:4ea0::,32,2023-11-13,,A91127B5,Soundarya Infotech Private Limited
apnic,,IN,India,asn,AS152109,152109,1,2023-11-10,,A91127B5,Soundarya Infotech Private Limited
apnic,,IN,India,ipv4,203.175.98.0/23,203.175.98.0,512,2023-11-09,,A919C7A9,ARAMBHA MEDIA NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:20c0::/48,2001:df3:20c0::,48,2023-11-09,,A92D93A6,KUMAR BROADBAND SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:1f40::/48,2001:df3:1f40::,48,2023-11-08,,A9288DA2,NIXI
apnic,irinn,IN,India,ipv6,2001:df3:1fc0::/48,2001:df3:1fc0::,48,2023-11-08,,A9240348,Ap Netcom Services
apnic,,IN,India,ipv4,115.84.170.0/23,115.84.170.0,512,2023-11-06,,A917E0BB,OTTOITCARE
apnic,,IN,India,ipv4,115.84.172.0/23,115.84.172.0,512,2023-11-06,,A9187E39,HDB FINANCIAL SERVICES LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:1d40::/48,2001:df3:1d40::,48,2023-11-06,,A92C028B,Svb Networks Private Limited
apnic,,IN,India,asn,AS152101,152101,1,2023-11-06,,A9187E39,HDB FINANCIAL SERVICES LIMITED
apnic,,IN,India,asn,AS152096,152096,1,2023-11-04,,A917E0BB,OTTOITCARE
apnic,irinn,IN,India,ipv6,2001:df3:1bc0::/48,2001:df3:1bc0::,48,2023-11-03,,A925E8D2,Wincom Telelink Pvt. Ltd.
apnic,irinn,IN,India,ipv4,116.199.204.0/24,116.199.204.0,256,2023-11-02,,A92D7B0A,DAILY FANTASY TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,116.199.206.0/23,116.199.206.0,512,2023-11-02,,A927D597,Excite At Home Media Entertainment Limited
apnic,irinn,IN,India,ipv6,2001:df3:1a40::/48,2001:df3:1a40::,48,2023-11-02,,A92D7B0A,DAILY FANTASY TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:1ac0::/48,2001:df3:1ac0::,48,2023-11-02,,A9291D9A,Multireach Broadband Services Private Limited
apnic,,IN,India,ipv6,2401:4ce0::/32,2401:4ce0::,32,2023-11-01,,A9188CCC,Symbios Creation Pvt. Ltd.
apnic,,IN,India,ipv4,43.248.56.0/23,43.248.56.0,512,2023-10-31,,A91237A2,Infrazone Hosting Solution
apnic,irinn,IN,India,ipv4,43.248.58.0/23,43.248.58.0,512,2023-10-31,,A9291D9A,Multireach Broadband Services Private Limited
apnic,irinn,IN,India,ipv4,43.227.184.0/23,43.227.184.0,512,2023-10-30,,A92E46C6,CUREMED SOLUTIONS PRIVATE LIMITED
apnic,,IN,India,ipv4,43.227.186.0/23,43.227.186.0,512,2023-10-30,,A91CCEF4,Go2Cloud Solutions Private Limited
apnic,irinn,IN,India,ipv4,43.228.164.0/23,43.228.164.0,512,2023-10-30,,A92887D0,KARNET COMMUNICATIONS LIMITED
apnic,irinn,IN,India,ipv4,43.228.166.0/23,43.228.166.0,512,2023-10-30,,A92213D6,FAB FIVE NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,43.228.172.0/23,43.228.172.0,512,2023-10-30,,A92752AB,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA
apnic,irinn,IN,India,ipv4,103.255.199.0/24,103.255.199.0,256,2023-10-30,,A92924BD,H & R Block India Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:1340::/48,2001:df3:1340::,48,2023-10-30,,A92887D0,KARNET COMMUNICATIONS LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:13c0::/48,2001:df3:13c0::,48,2023-10-30,,A9288908,SWASTIK NET COM
apnic,irinn,IN,India,ipv6,2001:df3:1440::/48,2001:df3:1440::,48,2023-10-30,,A92752AB,SMALL INDUSTRIES DEVELOPMENT BANK OF INDIA
apnic,,IN,India,asn,AS151988,151988,1,2023-10-30,,A91CCEF4,Go2Cloud Solutions Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:1240::/48,2001:df3:1240::,48,2023-10-27,,A924508A,ABUNETCONNECT INTERNET SERVICES PVT LTD
apnic,,IN,India,asn,AS151986,151986,1,2023-10-27,,A91237A2,Infrazone Hosting Solution
apnic,irinn,IN,India,ipv4,103.250.96.0/24,103.250.96.0,256,2023-10-25,,A9295FD9,BSES YAMUNA POWER LIMITED
apnic,irinn,IN,India,ipv4,103.250.97.0/24,103.250.97.0,256,2023-10-25,,A92EB379,IOPEX TECHNOLOGIES PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,103.250.98.0/23,103.250.98.0,512,2023-10-25,,A92129DA,NETWAY INFOTECH PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:10c0::/48,2001:df3:10c0::,48,2023-10-25,,A92129DA,NETWAY INFOTECH PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2401:4aa0::/32,2401:4aa0::,32,2023-10-25,,A92D125B,FUTURE NETSANCHAR LIMITED
apnic,,IN,India,ipv4,103.71.222.0/23,103.71.222.0,512,2023-10-24,,A918ACB2,Digital Sea
apnic,,IN,India,ipv6,2401:4a20::/32,2401:4a20::,32,2023-10-24,,A918ACB2,Digital Sea
apnic,irinn,IN,India,ipv4,103.67.89.0/24,103.67.89.0,256,2023-10-23,,A9232C2E,GEEKYANTS INDIA PVT LTD
apnic,irinn,IN,India,ipv4,103.67.92.0/23,103.67.92.0,512,2023-10-23,,A92332E5,Datastream Networks Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:f40::/48,2001:df3:f40::,48,2023-10-23,,A9232C2E,GEEKYANTS INDIA PVT LTD
apnic,,IN,India,asn,AS142614,142614,1,2023-10-23,,A918ACB2,Digital Sea
apnic,irinn,IN,India,ipv6,2401:47e0::/32,2401:47e0::,32,2023-10-18,,A9244E9F,raagav communications pvt ltd
apnic,irinn,IN,India,ipv6,2001:df3:9c0::/48,2001:df3:9c0::,48,2023-10-17,,A926303E,Corbital Communications Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:b40::/48,2001:df3:b40::,48,2023-10-17,,A92AAC89,Airfiber It Solutions Pvt Ltd
apnic,irinn,IN,India,ipv4,175.111.97.0/24,175.111.97.0,256,2023-10-16,,A92DB83C,Kennies Star India Private Limited
apnic,irinn,IN,India,ipv6,2401:46e0::/32,2401:46e0::,32,2023-10-16,,A926A343,Glo Internet Services Pvt Ltd
apnic,,IN,India,asn,AS151966,151966,1,2023-10-16,,A91EBA0E,VCCL Cloud Private Limited
apnic,irinn,IN,India,ipv4,43.231.130.0/24,43.231.130.0,256,2023-10-12,,A926E1C9,Go4server
apnic,irinn,IN,India,ipv4,103.65.129.0/24,103.65.129.0,256,2023-10-12,,A92721F9,BANDHAN AMC LIMITED
apnic,irinn,IN,India,ipv4,202.137.252.0/23,202.137.252.0,512,2023-10-12,,A92812F8,WAY2NET IT SERVICES PRIVATE LIMITED
apnic,,IN,India,ipv4,202.137.254.0/23,202.137.254.0,512,2023-10-12,,A911A108,RD INTERNATIONAL AGENCY
apnic,irinn,IN,India,ipv4,202.158.250.0/23,202.158.250.0,512,2023-10-12,,A92B8704,Smartping Ai Private Limited
apnic,irinn,IN,India,ipv6,2401:44a0::/32,2401:44a0::,32,2023-10-12,,A92812F8,WAY2NET IT SERVICES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2401:4520::/32,2401:4520::,32,2023-10-12,,A9231C04,WEBHORIZON
apnic,irinn,IN,India,ipv4,202.56.56.0/24,202.56.56.0,256,2023-10-09,,A92EA1B2,DARHAWNI BUSINESS ENTERPRISE PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,202.61.108.0/24,202.61.108.0,256,2023-10-09,,A92E7BF0,TIKKA BROADBAND PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df3:440::/48,2001:df3:440::,48,2023-10-09,,A92E7BF0,TIKKA BROADBAND PRIVATE LIMITED
apnic,,IN,India,ipv4,103.249.112.0/23,103.249.112.0,512,2023-10-06,,A9132B7A,Scalewithus India
apnic,,IN,India,ipv4,103.249.118.0/23,103.249.118.0,512,2023-10-06,,A91AA71B,ICICI Securities
apnic,irinn,IN,India,ipv6,2001:df3:40::/48,2001:df3:40::,48,2023-10-06,,A92DD7EC,Siplink Communications Private Limited
apnic,irinn,IN,India,ipv6,2001:df3:c0::/48,2001:df3:c0::,48,2023-10-06,,A92E0B04,OMNET Broadband Services PVT LTD.
apnic,,IN,India,ipv6,2001:df3:140::/48,2001:df3:140::,48,2023-10-06,,A91AA71B,ICICI Securities
apnic,,IN,India,ipv6,2401:4260::/32,2401:4260::,32,2023-10-06,,A9132B7A,Scalewithus India
apnic,,IN,India,asn,AS141388,141388,1,2023-10-06,,A91AA71B,ICICI Securities
apnic,,IN,India,asn,AS151845,151845,1,2023-10-05,,A9132B7A,Scalewithus India
apnic,irinn,IN,India,ipv4,103.89.167.0/24,103.89.167.0,256,2023-10-04,,A92B2A86,Galactic Internet Private Limited
apnic,irinn,IN,India,ipv4,103.241.196.0/24,103.241.196.0,256,2023-10-04,,A9273DEE,Reserve Bank Information Technology Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df2:fd40::/48,2001:df2:fd40::,48,2023-10-04,,A92B2A86,Galactic Internet Private Limited
apnic,irinn,IN,India,ipv4,103.241.193.0/24,103.241.193.0,256,2023-10-03,,A92AD0E2,BANGLORE INTERNATIONAL AIRPORT LIMITED
apnic,irinn,IN,India,ipv4,103.213.222.0/23,103.213.222.0,512,2023-09-29,,A928FDB5,UNM BROADBAND SERVICE PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,103.217.64.0/24,103.217.64.0,256,2023-09-29,,A9223D8B,ARTIFICIAL REALITY
apnic,irinn,IN,India,ipv4,103.217.66.0/23,103.217.66.0,512,2023-09-29,,A92AF773,SYMPHONY FINTECH SOLUTIONS PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df2:f9c0::/48,2001:df2:f9c0::,48,2023-09-29,,A9223D8B,ARTIFICIAL REALITY
apnic,irinn,IN,India,ipv6,2001:df2:fa40::/48,2001:df2:fa40::,48,2023-09-29,,A92AF773,SYMPHONY FINTECH SOLUTIONS PRIVATE LIMITED
apnic,,IN,India,ipv6,2401:3fe0::/32,2401:3fe0::,32,2023-09-29,,A91B4F3C,M/s VIVA COmmunications
apnic,,IN,India,ipv4,103.172.192.0/23,103.172.192.0,512,2023-09-27,,A91BABFD,FYERS Securities Pvt Ltd
apnic,irinn,IN,India,ipv4,103.211.202.0/23,103.211.202.0,512,2023-09-27,,A92BA7C1,Cloudlinks Technologies Pvt Ltd
apnic,irinn,IN,India,ipv4,103.211.204.0/23,103.211.204.0,512,2023-09-27,,A922E6E9,HAWK NETWORKS
apnic,,IN,India,ipv6,2001:df2:f8c0::/48,2001:df2:f8c0::,48,2023-09-27,,A91BABFD,FYERS Securities Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df2:f940::/48,2001:df2:f940::,48,2023-09-27,,A92F7DB7,Shreenortheast Connect And Services Pvt Ltd
apnic,irinn,IN,India,ipv4,103.204.44.0/23,103.204.44.0,512,2023-09-26,,A9282C5A,Abnisp Services Pvt Ltd
apnic,irinn,IN,India,ipv6,2401:3ce0::/32,2401:3ce0::,32,2023-09-26,,A9282C5A,Abnisp Services Pvt Ltd
apnic,irinn,IN,India,ipv4,103.203.244.0/24,103.203.244.0,256,2023-09-25,,A9263E2F,Tradebulls Securities Private Limited
apnic,irinn,IN,India,ipv6,2001:df2:f640::/48,2001:df2:f640::,48,2023-09-25,,A9248AC6,SS NetCom Pvt. Ltd.
apnic,,IN,India,asn,AS151821,151821,1,2023-09-25,,A91BABFD,FYERS Securities Pvt Ltd
apnic,irinn,IN,India,ipv4,103.90.38.0/23,103.90.38.0,512,2023-09-21,,A92DA211,VEDINIRMALA BROADBAND PVT LTD
apnic,,IN,India,asn,AS7494,7494,1,2023-09-21,,A91B7691,Powernet
apnic,,IN,India,ipv4,103.90.36.0/23,103.90.36.0,512,2023-09-20,,A9133F23,Devansh Enterprises
apnic,,IN,India,ipv4,103.140.110.0/23,103.140.110.0,512,2023-09-20,,A9165CEF,DIRECT NET7 PVT LTD
apnic,,IN,India,ipv6,2401:3ae0::/32,2401:3ae0::,32,2023-09-20,,A9165CEF,DIRECT NET7 PVT LTD
apnic,,IN,India,asn,AS151815,151815,1,2023-09-19,,A9165CEF,DIRECT NET7 PVT LTD
apnic,irinn,IN,India,ipv4,103.131.128.0/23,103.131.128.0,512,2023-09-18,,A92A1684,ERNAKULAM CORPORATE VENTURES PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2001:df2:f1c0::/48,2001:df2:f1c0::,48,2023-09-18,,A927D455,Ipnet Broadband Network Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df2:f040::/48,2001:df2:f040::,48,2023-09-15,,A926C9F8,Mv Net Solutions Pvt. Ltd
apnic,,IN,India,asn,AS137931,137931,1,2023-09-15,,A9133F23,Devansh Enterprises
apnic,irinn,IN,India,ipv4,103.155.96.0/24,103.155.96.0,256,2023-09-14,,A9228A8E,IFFCO-TOKIO GENERAL INSURANCE COMPANY LIMITED
apnic,irinn,IN,India,ipv4,103.218.174.0/23,103.218.174.0,512,2023-09-14,,A9283B0B,TESSOLVE SEMICONDUCTOR PVT LTD
apnic,irinn,IN,India,ipv6,2001:df2:eec0::/48,2001:df2:eec0::,48,2023-09-14,,A92C9546,Ayman Internet Private Limited
apnic,irinn,IN,India,ipv6,2001:df2:edc0::/48,2001:df2:edc0::,48,2023-09-13,,A9215170,Sai Technix Pvt. Ltd.
apnic,irinn,IN,India,ipv4,103.80.224.0/23,103.80.224.0,512,2023-09-12,,A9285D8C,Robust Pixel Connect Private Limited
apnic,irinn,IN,India,ipv4,103.80.226.0/23,103.80.226.0,512,2023-09-12,,A9296251,Octel Infonet Private Limited
apnic,irinn,IN,India,ipv6,2001:df2:eb40::/48,2001:df2:eb40::,48,2023-09-12,,A927916B,Aditya Broadband Services Pvt Ltd
apnic,irinn,IN,India,ipv6,2001:df2:ebc0::/48,2001:df2:ebc0::,48,2023-09-12,,A925B0EB,NAKODA NETWORK PRIVATE LIMITED
apnic,irinn,IN,India,ipv6,2401:3860::/32,2401:3860::,32,2023-09-12,,A9285D8C,Robust Pixel Connect Private Limited
apnic,,IN,India,asn,AS151801,151801,1,2023-09-12,,A91F39A9,7 STAR CABLENET PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,103.75.80.0/23,103.75.80.0,512,2023-09-09,,A925B0EB,NAKODA NETWORK PRIVATE LIMITED
apnic,,IN,India,ipv4,103.71.108.0/23,103.71.108.0,512,2023-09-07,,A9136385,POLOTEL PRIVATE LIMITED
apnic,,IN,India,ipv6,2001:df2:e7c0::/48,2001:df2:e7c0::,48,2023-09-07,,A91B33AE,Cloudware Technologies Private Limited
apnic,irinn,IN,India,ipv4,103.69.102.0/23,103.69.102.0,512,2023-09-06,,A92C1F95,STICH POLY THREADS PRIVATE LIMITED
apnic,,IN,India,asn,AS133619,133619,1,2023-09-06,,A9193369,SRIYAAN TECHNOLOGIES
apnic,irinn,IN,India,ipv4,103.69.50.0/23,103.69.50.0,512,2023-09-05,,A92A2F04,MILACRON INDIA PVT LTD
apnic,irinn,IN,India,ipv6,2401:2fe0::/32,2401:2fe0::,32,2023-09-05,,A92A2F04,MILACRON INDIA PVT LTD
apnic,,IN,India,asn,AS151787,151787,1,2023-09-05,,A9136385,POLOTEL PRIVATE LIMITED
apnic,,IN,India,ipv6,2401:2ea0::/32,2401:2ea0::,32,2023-09-04,,A914233F,GRIDM CLOUD PRIVATE LIMITED
apnic,,IN,India,asn,AS135383,135383,1,2023-09-04,,A91B33AE,Cloudware Technologies Private Limited
apnic,irinn,IN,India,ipv6,2001:df2:e240::/48,2001:df2:e240::,48,2023-09-01,,A9263CE7,SERANS
apnic,irinn,IN,India,ipv4,103.41.76.0/23,103.41.76.0,512,2023-08-30,,A9264218,Max Giga Fiber Private Limited
apnic,irinn,IN,India,ipv4,103.126.140.0/23,103.126.140.0,512,2023-08-30,,A924508A,ABUNETCONNECT INTERNET SERVICES PVT LTD
apnic,irinn,IN,India,ipv4,103.158.184.0/23,103.158.184.0,512,2023-08-30,,A923A49E,Patanjali Foods Limited
apnic,irinn,IN,India,ipv6,2001:df2:e140::/48,2001:df2:e140::,48,2023-08-30,,A9264218,Max Giga Fiber Private Limited
apnic,irinn,IN,India,ipv4,103.38.222.0/23,103.38.222.0,512,2023-08-29,,A9288BB3,ASHOK BROADBAND NETWORK SERVICES PRIVATE LIMITED
apnic,,IN,India,ipv4,103.41.72.0/23,103.41.72.0,512,2023-08-29,,A914233F,GRIDM CLOUD PRIVATE LIMITED
apnic,irinn,IN,India,ipv4,103.41.74.0/23,103.41.74.0,512,2023-08-29,,A927408B,Green Smart Infracon Private Limited
